id,test_num,name,components,precipitated_out,water_weight,cv_diff,avg_cv_diff,avg_highV,highV,avg_lowV,lowV,avg_cv_diff_rev,cv_diff_rev,avg_highV_rev,highV_rev,avg_lowV_rev,lowV_rev,ignore_first,cv_date_uploaded,temp(C),electrode_used,paths,valid_flag,cv_error,avg_conductivity,conductivity,geis_date_uploaded,geis_error
6866c32c84b37ccaaabd044d,"{'components': {'TFSI': 0.5}, 'precipitated_out': False, 'water_weight': 4.655906207663252}",0_0_0_0_0_0.5,{'TFSI': 0.5},False,4.655906207663252,"[2.3111224000000004, 2.3168402, 2.3090981]",2.31296915,1.250629,"[1.2441622, 1.2535087, 1.2477493]",-1.06234015,"[-1.0669602, -1.0633315, -1.0613488]",2.4405481,"[2.4334508, 2.4434541, 2.4376420999999997]",1.3339332,"[1.3242251, 1.3358392, 1.3320272]",-1.1066148999999998,"[-1.1092257, -1.1076149, -1.1056149]",True,2025-06-18 19:15:03,23.43,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p5m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p5m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p5m_geis2.csv']",True,-0.007742100000000196,0.01916959740587877,"[0.018868122624627667, 0.01927119832154281, 0.019067996490214737]",2025-06-18 19:08:59,-0.00020320183132807243
6866c32c84b37ccaaabd044e,"{'components': {'TFSI': 11.0, 'AC': 7.16}, 'precipitated_out': False, 'water_weight': 1.7534988119292232}",7.16_0_0_0_0_11.0,"{'TFSI': 11.0, 'AC': 7.16}",False,1.7534988119292232,"[2.3150934999999997, 2.5573168, 2.5811032000000003]",2.56921,1.35889245,"[1.132599, 1.3487941, 1.3689908]",-1.21031755,"[-1.1824945, -1.2085227, -1.2121124]",3.12292505,"[3.0718616, 3.1219324999999998, 3.1239176]",1.87331465,"[1.843065, 1.8731239, 1.8735054]",-1.2496104,"[-1.2287966, -1.2488086, -1.2504122]",True,2025-04-02 11:13:21,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_11p00m_AC_7p16m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_11p00m_AC_7p16m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_11p00m_AC_7p16m_geis2.csv']",True,0.023786400000000096,0.008295752162874589,"[0.009370532453782396, 0.008305549860781573, 0.008285954464967604]",2025-04-01 23:22:09,-1.959539581396913e-05
6866c32c84b37ccaaabd044f,"{'components': {'NO3': 2.0}, 'precipitated_out': False, 'water_weight': 4.742839549231871}",0_0_0_0_2.0_0,{'NO3': 2.0},False,4.742839549231871,"[2.3210819999999996, 2.305142, 2.2951192000000002]",2.3001306,1.2778917,"[1.3367139, 1.2887074, 1.267076]",-1.0222389,"[-0.9843681, -1.0164346, -1.0280432]",2.4817531500000003,"[2.4975913, 2.4877636, 2.4757427]",1.4152472999999999,"[1.4669092, 1.4270511, 1.4034435]",-1.06650585,"[-1.0306821, -1.0607125, -1.0722992]",True,2025-02-13 11:50:14,23.25,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_2m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_2m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_2m_geis2.csv']",True,-0.010022799999999776,0.10652821079397347,"[0.09720099091528138, 0.10496373899357192, 0.10809268259437502]",2025-02-17 10:51:55,0.003128943600803097
6866c32d84b37ccaaabd0450,"{'components': {'TFSI': 1.7, 'FSI': 2.96, 'SO4': 0.06, 'AC': 0.15}, 'precipitated_out': False, 'water_weight': 3.2827615533728878}",0.15_2.96_0_0.06_0_1.7,"{'TFSI': 1.7, 'FSI': 2.96, 'SO4': 0.06, 'AC': 0.15}",False,3.2827615533728878,"[2.3171575, 2.3090986, 2.3071063]",2.30810245,1.23344615,"[1.2512985, 1.2372544, 1.2296379]",-1.0746563,"[-1.065859, -1.0718442, -1.0774684]",2.5338454500000003,"[2.541844, 2.5318443, 2.5358466]",1.4038789500000002,"[1.4216697, 1.4056758, 1.4020821]",-1.1299665,"[-1.1201743, -1.1261685, -1.1337645]",True,2025-03-20 01:13:39,23.18,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p70m_FSI_2p96m_SO4_0p06m_AC_0p15m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p70m_FSI_2p96m_SO4_0p06m_AC_0p15m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p70m_FSI_2p96m_SO4_0p06m_AC_0p15m_geis2.csv']",True,-0.001992299999999947,0.0722988285420949,"[0.07043630851747172, 0.0685997462058254, 0.07599791087836442]",2025-03-19 18:40:21,0.007398164672539023
6866c32d84b37ccaaabd0451,"{'components': {'TFSI': 1.61, 'FSI': 2.91, 'ClO4': 0.1, 'SO4': 0.064}, 'precipitated_out': False, 'water_weight': 3.321560458701158}",0_2.91_0.1_0.064_0_1.61,"{'TFSI': 1.61, 'FSI': 2.91, 'ClO4': 0.1, 'SO4': 0.064}",False,3.321560458701158,"[2.4912251000000003, 2.4630105, 2.4572426]",2.46012655,1.3957047500000002,"[1.4408939, 1.4024109, 1.3889986]",-1.0644217999999999,"[-1.0503312, -1.0605996, -1.068244]",2.6147882,"[2.6418127, 2.6176453, 2.6119311]",1.50006595,"[1.5432255, 1.5067627, 1.4933692]",-1.11472225,"[-1.0985872, -1.1108826, -1.1185619]",True,2025-03-20 01:13:39,22.81,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p61m_FSI_2p91m_ClO4_0p10m_SO4_0p064m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p61m_FSI_2p91m_ClO4_0p10m_SO4_0p064m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p61m_FSI_2p91m_ClO4_0p10m_SO4_0p064m_geis2.csv']",True,-0.005767900000000381,0.07466580817279156,"[0.07324480620339338, 0.07105427008354423, 0.07827734626203887]",2025-03-19 17:31:35,0.0072230761784946446
6866c32d84b37ccaaabd0452,"{'components': {'TFSI': 8.36, 'NO3': 2.03, 'AC': 0.71}, 'precipitated_out': False, 'water_weight': 2.161613554019015}",0.71_0_0_0_2.03_8.36,"{'TFSI': 8.36, 'NO3': 2.03, 'AC': 0.71}",False,2.161613554019015,"[2.3851306, 2.5232666, 2.5352496999999996]",2.5292581499999995,1.4236222,"[1.2927175, 1.4204245, 1.4268199]",-1.10563595,"[-1.0924131, -1.1028421, -1.1084298]",2.8588319,"[2.7878534999999998, 2.8557221000000004, 2.8619417]",1.7038905500000001,"[1.6431377, 1.7025938, 1.7051873]",-1.15494135,"[-1.1447158, -1.1531283, -1.1567544]",True,2025-05-23 16:53:15,23.31,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_8p36m_NO3_2p03m_AC_0p71m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_8p36m_NO3_2p03m_AC_0p71m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_8p36m_NO3_2p03m_AC_0p71m_geis2.csv']",True,0.011983099999999691,0.033050231620351075,"[0.036713237077352134, 0.03332253679312822, 0.032777926447573935]",2025-05-23 16:46:13,-0.0005446103455542875
6866c32e84b37ccaaabd0453,"{'components': {'TFSI': 2.73, 'NO3': 6.1}, 'precipitated_out': False, 'water_weight': 3.186959365773845}",0_0_0_0_6.1_2.73,"{'TFSI': 2.73, 'NO3': 6.1}",False,3.186959365773845,"[2.4992837999999997, 2.5770985, 2.5891668]",2.58313265,1.5361718999999998,"[1.4854424, 1.5368505, 1.5354933]",-1.04696075,"[-1.0138414, -1.040248, -1.0536735]",2.7656981499999995,"[2.7037202999999996, 2.7596955, 2.7717007999999996]",1.6674394499999998,"[1.6395905, 1.6691382, 1.6657407]",-1.0982587,"[-1.0641298, -1.0905573, -1.1059601]",True,2025-02-13 12:59:52,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p73m_NO3_6p10m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p73m_NO3_6p10m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p73m_NO3_6p10m_geis2.csv']",True,0.012068300000000143,0.08937000733654475,"[0.08742138023356717, 0.0881766797760821, 0.09056333489700741]",2025-02-17 10:51:56,0.002386655120925313
6866c32e84b37ccaaabd0454,"{'components': {'TFSI': 4.18, 'NO3': 1.14, 'ClO4': 0.04, 'SO4': 0.04}, 'precipitated_out': False, 'water_weight': 3.0245075277739333}",0_0_0.04_0.04_1.14_4.18,"{'TFSI': 4.18, 'NO3': 1.14, 'ClO4': 0.04, 'SO4': 0.04}",False,3.0245075277739333,"[2.4990954, 2.5251028, 2.5173118]",2.5212073,1.45590405,"[1.4448602, 1.4619119, 1.4498962]",-1.06530325,"[-1.0542352, -1.0631909, -1.0674156]",2.6808379,"[2.6597508999999997, 2.683723, 2.6779528]",1.5642242,"[1.557232, 1.5702255, 1.5582229]",-1.1166137,"[-1.1025189, -1.1134975, -1.1197299]",True,2025-03-14 14:46:51,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_4p18m_NO3_1p14m_ClO4_0p04m_SO4_0p04m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_4p18m_NO3_1p14m_ClO4_0p04m_SO4_0p04m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_4p18m_NO3_1p14m_ClO4_0p04m_SO4_0p04m_geis2.csv']",True,-0.007791000000000103,0.05807006578477761,"[0.05580196518250602, 0.05821559438022547, 0.057924537189329744]",2025-03-14 13:56:16,-0.0002910571908957271
6866c32e84b37ccaaabd0455,"{'components': {'NO3': 0.93, 'ClO4': 0.65}, 'precipitated_out': False, 'water_weight': 4.744182017890837}",0_0_0.65_0_0.93_0,"{'NO3': 0.93, 'ClO4': 0.65}",False,4.744182017890837,"[2.32499074, 2.3291489, 2.3311678000000002]",2.33015835,1.3165550000000001,"[1.3498119, 1.3225609, 1.3105491]",-1.01360335,"[-0.97517884, -1.006588, -1.0206187]",2.5028013000000002,"[2.489624, 2.5058214000000003, 2.4997812]",1.4439069999999998,"[1.4681579, 1.4529352, 1.4348788]",-1.0588943,"[-1.0214661, -1.0528862, -1.0649024]",True,2025-02-03 16:56:02,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_0p93m_ClO4_0p65m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_0p93m_ClO4_0p65m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_0p93m_ClO4_0p65m_geis2.csv']",True,0.0020189000000003787,0.08976713017709592,"[0.08061250572311314, 0.09089659821434877, 0.08863766213984306]",2025-02-17 10:51:55,-0.00225893607450571
6866c32f84b37ccaaabd0456,"{'components': {'TFSI': 12.57}, 'precipitated_out': False, 'water_weight': 1.7494956406863686}",0_0_0_0_0_12.57,{'TFSI': 12.57},False,1.7494956406863686,"[2.6413947, 2.6934275999999997, 2.6872648999999997]",2.6903462499999997,1.6174884999999999,"[1.5877585, 1.6245873, 1.6103897]",-1.0728577499999998,"[-1.0536362, -1.0688403, -1.0768752]",2.82786405,"[2.7898834, 2.8299707, 2.8257574]",1.70768605,"[1.6879699, 1.7147908, 1.7005813]",-1.1201780000000001,"[-1.1019135, -1.1151799, -1.1251761]",True,2025-02-07 19:48:30,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_12p57m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_12p57m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_12p57m_geis2.csv']",True,-0.006162699999999965,0.02343240975849918,"[0.023908689140550474, 0.023638272551485665, 0.0232265469655127]",2025-02-17 10:51:56,-0.0004117255859729628
6866c32f84b37ccaaabd0457,"{'components': {'TFSI': 2.51, 'NO3': 3.77, 'ClO4': 0.18, 'SO4': 0.09, 'AC': 0.3}, 'precipitated_out': False, 'water_weight': 3.340995853759414}",0.3_0_0.18_0.09_3.77_2.51,"{'TFSI': 2.51, 'NO3': 3.77, 'ClO4': 0.18, 'SO4': 0.09, 'AC': 0.3}",False,3.340995853759414,"[2.3711712, 2.4092111000000003, 2.4111454]",2.4101782500000004,1.34536925,"[1.326545, 1.3479981, 1.3427404]",-1.064809,"[-1.0446262, -1.061213, -1.068405]",2.6678451,"[2.6438682, 2.6659547999999997, 2.6697354]",1.54870585,"[1.5429778, 1.5504087, 1.547003]",-1.11913925,"[-1.1008904, -1.1155461, -1.1227324]",True,2025-03-13 22:13:28,22.75,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p51m_NO3_3p77m_ClO4_0p18m_SO4_0p09m_AC_0p30m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p51m_NO3_3p77m_ClO4_0p18m_SO4_0p09m_AC_0p30m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p51m_NO3_3p77m_ClO4_0p18m_SO4_0p09m_AC_0p30m_geis2.csv']",True,0.0019342999999998334,0.06961011202010557,"[0.07676818650166133, 0.06204160442023238, 0.07717861961997877]",2025-03-13 18:09:11,0.01513701519974639
6866c32f84b37ccaaabd0458,"{'components': {'TFSI': 10.35, 'NO3': 1.43, 'AC': 7.62}, 'precipitated_out': False, 'water_weight': 1.7802316156079823}",7.62_0_0_0_1.43_10.35,"{'TFSI': 10.35, 'NO3': 1.43, 'AC': 7.62}",False,1.7802316156079823,"[2.6212875, 2.6933714, 2.6854656]",2.6894185000000004,1.4482825,"[1.4310409, 1.4456354, 1.4509296]",-1.241136,"[-1.1902466, -1.247736, -1.234536]",3.1331569999999997,"[3.0818348, 3.1381397, 3.1281743]",1.8587555,"[1.8532876, 1.8581514, 1.8593596]",-1.2744015000000002,"[-1.2285472, -1.2799883, -1.2688147]",True,2025-04-30 13:42:43,23.12,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_10p35m_NO3_1p43m_AC_7p62m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_10p35m_NO3_1p43m_AC_7p62m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_10p35m_NO3_1p43m_AC_7p62m_geis2.csv']",True,-0.007905800000000074,0.007701615464972675,"[0.008046154971190883, 0.007650962273483632, 0.007752268656461719]",2025-04-23 15:01:03,0.00010130638297808654
6866c33084b37ccaaabd0459,"{'components': {'TFSI': 0.42, 'ClO4': 0.6, 'SO4': 0.06, 'AC': 0.28}, 'precipitated_out': False, 'water_weight': 4.5398055251124045}",0.28_0_0.6_0.06_0_0.42,"{'TFSI': 0.42, 'ClO4': 0.6, 'SO4': 0.06, 'AC': 0.28}",False,4.5398055251124045,"[2.2090679, 2.1890043, 2.1870355]",2.1880199,1.16382235,"[1.1814513, 1.164808, 1.1628367]",-1.02419755,"[-1.0276166, -1.0241963, -1.0241988]",2.3637027,"[2.3874882, 2.3656978, 2.3617076]",1.2871998,"[1.3078063, 1.2892056, 1.285194]",-1.0765029,"[-1.0796819, -1.0764922, -1.0765136]",True,2025-02-28 19:04:40,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p42m_ClO4_0p6m_SO4_0p06m_AC_0p28m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p42m_ClO4_0p6m_SO4_0p06m_AC_0p28m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p42m_ClO4_0p6m_SO4_0p06m_AC_0p28m_geis2.csv']",True,-0.001968800000000215,0.055460833376452114,"[0.05255161947101328, 0.05607522711622876, 0.054846439636675466]",2025-02-28 18:58:37,-0.001228787479553295
6866c33084b37ccaaabd045a,"{'components': {'SO4': 3.0}, 'precipitated_out': False, 'water_weight': 4.1723130669938335}",0_0_0_3.0_0_0,{'SO4': 3.0},False,4.1723130669938335,"[2.3489557, 2.3451972000000003, 2.3571856999999996]",2.35119145,1.3101503,"[1.3321394, 1.3071607, 1.3131399]",-1.0410411499999999,"[-1.0168163, -1.0380365, -1.0440458]",2.5136193000000002,"[2.5075826, 2.5096097000000004, 2.5176289]",1.4253837,"[1.4444962, 1.4252895, 1.4254779]",-1.0882356,"[-1.0630864, -1.0843202, -1.092151]",True,2025-02-08 07:42:18,23.12,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_3m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_3m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_3m_geis2.csv']",True,0.011988499999999291,0.07219242564843917,"[0.07445413802096247, 0.07263007332300994, 0.07175477797386838]",2025-02-17 10:51:54,-0.000875295349141561
6866c33084b37ccaaabd045b,"{'components': {'SO4': 1.2, 'AC': 0.14}, 'precipitated_out': False, 'water_weight': 4.613566110537662}",0.14_0_0_1.2_0_0,"{'SO4': 1.2, 'AC': 0.14}",False,4.613566110537662,"[2.2110714, 2.2210545, 2.2230901000000003]",2.2220723000000002,1.19097085,"[1.1884724, 1.1904562, 1.1914855]",-1.03110145,"[-1.022599, -1.0305983, -1.0316046]",2.3956756,"[2.38148, 2.3956782, 2.3956730000000004]",1.3163047,"[1.3106259, 1.3168124, 1.315797]",-1.0793709,"[-1.0708541, -1.0788658, -1.079876]",True,2025-02-25 10:54:25,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_1p2m_AC_0p14m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_1p2m_AC_0p14m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_1p2m_AC_0p14m_geis2.csv']",True,0.0020356000000001373,0.06812926947394905,"[0.0669374348711117, 0.0690974583121635, 0.0671610806357346]",2025-02-18 21:52:52,-0.001936377676428902
6866c33184b37ccaaabd045c,"{'components': {'NO3': 0.1}, 'precipitated_out': False, 'water_weight': 4.98648145477676}",0_0_0_0_0.1_0,{'NO3': 0.1},False,4.98648145477676,"[2.2730691, 2.3089242, 2.2808577999999997]",2.294891,1.25943745,"[1.3179617, 1.2449347, 1.2739402]",-1.03545355,"[-0.9551074, -1.0639895, -1.0069176]",2.449516,"[2.3816565599999997, 2.4414843, 2.4575477]",1.34974425,"[1.4143084, 1.3352177, 1.3642708]",-1.09977175,"[-0.96734816, -1.1062666, -1.0932769]",True,2025-06-12 13:33:52,23.75,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_0p10m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_0p10m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_0p10m_geis2.csv']",True,-0.028066400000000158,0.007840622997160113,"[0.007610343802301507, 0.00789649906414423, 0.0077847469301759965]",2025-06-12 13:27:43,-0.00011175213396823289
6866c33184b37ccaaabd045d,"{'components': {'TFSI': 7.98, 'FSI': 14.62, 'NO3': 0.69}, 'precipitated_out': False, 'water_weight': 1.4294206418628024}",0_14.62_0_0_0.69_7.98,"{'TFSI': 7.98, 'FSI': 14.62, 'NO3': 0.69}",False,1.4294206418628024,"[2.8892484, 2.9374908, 2.9333038]",2.9353973,1.8258893999999999,"[1.8220044, 1.8354039, 1.8163749]",-1.1095079,"[-1.067244, -1.1020869, -1.1169289]",3.0640052,"[3.053974, 3.0701150999999998, 3.0578953]",1.9042298,"[1.9364036, 1.9157329, 1.8927267]",-1.1597754,"[-1.1175704, -1.1543822, -1.1651686]",True,2025-03-20 01:13:39,23.18,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_7p98m_FSI_14p62m_NO3_0p69m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_7p98m_FSI_14p62m_NO3_0p69m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_7p98m_FSI_14p62m_NO3_0p69m_geis2.csv']",True,-0.004186999999999941,0.016839100805495524,"[0.01843822922819023, 0.016797337408758602, 0.016880864202232445]",2025-03-19 19:50:44,8.352679347384262e-05
6866c33184b37ccaaabd045e,"{'components': {'ClO4': 1.3}, 'precipitated_out': False, 'water_weight': 4.728491871403417}",0_0_1.3_0_0_0,{'ClO4': 1.3},False,4.728491871403417,"[2.2769297, 2.2711404, 2.2671212]",2.2691308,1.2526103000000002,"[1.2753298, 1.2571247, 1.2480959]",-1.0165205,"[-1.0015999, -1.0140157, -1.0190253]",2.3946956999999998,"[2.4155347000000003, 2.3977136, 2.3916778]",1.33390805,"[1.3636297, 1.339416, 1.3284001]",-1.06078765,"[-1.051905, -1.0582976, -1.0632777]",True,2025-02-07 22:09:58,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\ClO4_1p30m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\ClO4_1p30m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\ClO4_1p30m_geis2.csv']",True,-0.004019200000000112,0.07730489504669051,"[0.07863205060946625, 0.07775565646612531, 0.07685413362725571]",2025-02-17 10:51:54,-0.0009015228388696006
6866c33284b37ccaaabd045f,"{'components': {'ClO4': 1.76}, 'precipitated_out': False, 'water_weight': 4.639349455897102}",0_0_1.76_0_0_0,{'ClO4': 1.76},False,4.639349455897102,"[2.3111046, 2.3251412, 2.3311317999999996]",2.3281365,1.31354745,"[1.3151555, 1.3129529, 1.314142]",-1.01458905,"[-0.9959491, -1.0121883, -1.0169898]",2.4657489999999997,"[2.4435479, 2.4617457, 2.4697523]",1.40387015,"[1.4032792, 1.4032749, 1.4044654]",-1.06187885,"[-1.0402687, -1.0584708, -1.0652869]",True,2025-01-30 16:32:16,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\ClO4_1p76m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\ClO4_1p76m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\ClO4_1p76m_geis2.csv']",True,0.005990599999999624,0.024113485958834453,"[0.04197696201242588, 0.004442880648026444, 0.043784091269642465]",2025-02-17 10:51:55,0.039341210621616024
6866c33284b37ccaaabd0460,"{'components': {'NO3': 2.12}, 'precipitated_out': False, 'water_weight': 4.7282485269614245}",0_0_0_0_2.12_0,{'NO3': 2.12},False,4.7282485269614245,"[2.3511533, 2.3171239000000003, 2.3091452]",2.31313455,1.2963438,"[1.370165, 1.3073542, 1.2853334]",-1.0167907500000002,"[-0.9809883, -1.0097697, -1.0238118]",2.4967952999999996,"[2.5118606999999997, 2.4997876999999997, 2.4938029]",1.4336915000000001,"[1.4845625, 1.4436917, 1.4236913]",-1.0631038,"[-1.0272982, -1.056096, -1.0701116]",True,2025-02-07 20:59:26,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_2p12m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_2p12m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_2p12m_geis2.csv']",True,-0.007978700000000227,0.10432063577599132,"[0.10651502897218516, 0.10565660365158955, 0.10298466790039311]",2025-02-17 10:51:55,-0.0026719357511964387
6866c33284b37ccaaabd0461,"{'components': {'TFSI': 2.74, 'NO3': 2.59, 'ClO4': 0.15, 'SO4': 0.07}, 'precipitated_out': False, 'water_weight': 3.36367752671487}",0_0_0.15_0.07_2.59_2.74,"{'TFSI': 2.74, 'NO3': 2.59, 'ClO4': 0.15, 'SO4': 0.07}",False,3.36367752671487,"[2.4852674, 2.5273323999999997, 2.5272967]",2.52731455,1.47047355,"[1.4470221, 1.4754838, 1.4654633]",-1.056841,"[-1.0382453, -1.0518486, -1.0618334]",2.7038642,"[2.6679725999999997, 2.7019447999999997, 2.7057836]",1.5938162999999999,"[1.5774285, 1.5978128, 1.5898198]",-1.1100479,"[-1.0905441, -1.104132, -1.1159638]",True,2025-03-13 22:13:28,22.62,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p74m_NO3_2p59m_ClO4_0p15m_SO4_0p07m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p74m_NO3_2p59m_ClO4_0p15m_SO4_0p07m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_2p74m_NO3_2p59m_ClO4_0p15m_SO4_0p07m_geis2.csv']",True,-3.569999999974982e-05,0.07484141590110502,"[0.07951397631403075, 0.06791044555277444, 0.08177238624943559]",2025-03-13 16:59:42,0.013861940696661149
6866c33384b37ccaaabd0462,"{'components': {'TFSI': 0.28, 'ClO4': 1.59}, 'precipitated_out': False, 'water_weight': 4.497959054051222}",0_0_1.59_0_0_0.28,"{'TFSI': 0.28, 'ClO4': 1.59}",False,4.497959054051222,"[2.3051203, 2.3071241000000002, 2.3091508000000003]",2.3081374500000003,1.2914276,"[1.3047442, 1.2935108, 1.2893444]",-1.01670985,"[-1.0003761, -1.0136133, -1.0198064]",2.4417508999999997,"[2.4417534, 2.4417434, 2.4417584]",1.37876465,"[1.3950663, 1.3818703, 1.375659]",-1.0629862499999998,"[-1.0466871, -1.0598731, -1.0660994]",True,2025-02-03 18:06:42,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p28m_ClO4_1p59m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p28m_ClO4_1p59m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p28m_ClO4_1p59m_geis2.csv']",True,0.002026700000000048,0.08768088569799759,"[0.08880736315407947, 0.08701768342826105, 0.08834408796773414]",2025-02-17 10:51:56,0.0013264045394730944
6866c33384b37ccaaabd0463,"{'components': {'NO3': 1.0}, 'precipitated_out': False, 'water_weight': 4.868025923310825}",0_0_0_0_1.0_0,{'NO3': 1.0},False,4.868025923310825,"[2.3511783, 2.3111568, 2.2991387000000003]",2.30514775,1.253501,"[1.2941453, 1.2596974, 1.2473046]",-1.05164675,"[-1.057033, -1.0514594, -1.0518341]",2.4627423,"[2.4737733000000004, 2.4657317, 2.4597529]",1.3658312000000001,"[1.3724647, 1.3700173, 1.3616451]",-1.0969111,"[-1.1013086, -1.0957144, -1.0981078]",True,2025-01-31 18:01:40,23.62,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_1m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_1m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_1m_geis2.csv']",True,-0.012018099999999698,0.057355818727619856,"[0.05718524964689201, 0.05820896897189774, 0.056502668483341977]",2025-02-17 10:51:56,-0.0017063004885557662
